name,genre,age_group,runtime,country,director,cast,description,released,popular
Judah Friedlander: America Is the Greatest Country in the United States,Stand-Up Comedy,Adults,84,United States,Judah Friedlander,Judah Friedlander,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",2017,2
Judd Apatow: The Return,Stand-Up Comedy,Adults,70,United States,Marcus Raboy,Judd Apatow,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more.",2017,1
Judge Singh LLB,"Comedies, Dramas, International Movies",Teens,137,India,Atharv Baluja,"Ravinder Grewal, B.N. Sharma, Sardar Sohi, Chandan Prabhakar, Anita Devgan, Harpal Singh, Hardeep Gill, Surbhi Mahendru","Framed by a politician for committing murder, a lower-class boy hires the only counsel he can afford: a lawyer with no courtroom experience.",2015,3
Judwaa,"Comedies, International Movies, Romantic Movies",Young Adults,133,India,David Dhawan,"Salman Khan, Karisma Kapoor, Rambha, Kader Khan",,1997,2
Judwaa 2,"Action & Adventure, Comedies, International Movies",Young Adults,145,India,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Tapsee Pannu, Rajpal Yadav, Sachin Khedekar, Anupam Kher, Zakir Hussain, Pavan Malhotra","Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other.",2017,5
Judy Moody and the Not Bummer Summer,"Children & Family Movies, Comedies",Teens,91,United States,John Schultz,"Jordana Beatty, Parris Mosteller, Janet Varney, Kristoffer Ryan Winters",,2011,3
Jugaad,Documentaries,Young Adults,52,,Susannah Heath-Eves,,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.",2017,5
Julie & Julia,"Comedies, Dramas",Teens,123,United States,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina",,2009,2
Jumping the Broom,"Comedies, Romantic Movies",Teens,113,United States,Salim Akil,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine",,2011,4
Junebug,"Comedies, Dramas, Independent Movies",Young Adults,107,United States,Phil Morrison,"Embeth Davidtz, David Kuhn, Alessandro Nivola, Alicia Van Couvering",,2005,5
Jupiter Ascending,"Action & Adventure, Sci-Fi & Fantasy",Teens,128,"United States, Australia","Andy Wachowski, Lana Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",,2015,5
Just Another Christmas,"Comedies, International Movies",Adults,101,Brazil,Roberto Santucci,"Leandro Hassum, Elisa Pinheiro, Danielle Winits, Louise Cardoso, Rodrigo Fagundes, Arianne Botelho, Miguel RÃÂ´mulo, JosÃÂ© Rubens ChachÃÂ¡, Levi Ferreira, Daniel Filho","Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",2020,5
Just Another Love Story,"Dramas, International Movies",Adults,104,Denmark,Ole Bornedal,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas, Charlotte Fich",,2007,2
Just Friends,"Comedies, Romantic Movies",Teens,94,"Germany, United States, Canada",Roger Kumble,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein",,2005,1
Just Love,"Dramas, International Movies, Music & Musicals",Adults,96,Argentina,"Andy Caballero, Diego Corsini","Franco Masini, Yamila Saud, Victorio D'Alessandro, Andrea Frigerio, Gerardo Romano, Bautista Lena, Josefina RamÃÂ­rez, Noel Schajris, Diana HernÃÂ¡ndez, Daniela Aita","Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame.",2018,5
Just The Way You Are,"International Movies, Romantic Movies",Kids,107,Philippines,Theodore Boborol,"Enrique Gil, Liza Soberano, Yves Flores, Sue Ramirez, Erin Ocampo, Yayo Aguila, Alex Diaz, Jon Lucas, Chienna Filomeno, Marco Gumabao, Myrtle Sarrosa, Kyra Custodio, Miguel Vergara, Tonton Gutierrez, Ricky Davao, Sunshine Cruz",An overconfident teen bets he can make a homely transfer student fall in love with him in 30 days Ã¢ÂÂ but the wager starts to play games with his heart.,2016,4
Justice,Movies,Young Adults,92,United States,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang","A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.",2017,3
"Justice, My Foot!","Action & Adventure, Comedies, International Movies",Young Adults,95,Hong Kong,Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai",,1992,3
Justin Bieber: Never Say Never,"Documentaries, Music & Musicals",Kids,106,United States,Jon M. Chu,"Justin Bieber, Boys II Men, Miley Cyrus, Sean Kingston",,2011,1
Justin Timberlake + the Tennessee Kids,Music & Musicals,Adults,90,United States,Jonathan Demme,Justin Timberlake,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",2016,1
Justine,"Dramas, Independent Movies",Adults,106,United States,Stephanie Turner,"Stephanie Turner, Glynn Turman, Daisy Prescott, Darby Stanchfield, Josh Stamberg, Bridget Kallal, Ravi Cabot-Conyers, Cleo King, Melanie Hutsell","A widowed, single mom takes a job caring for a young girl with spina bifida, and the two discover they have more in common than they realized.",2019,2
K-19: The Widowmaker,"Action & Adventure, Dramas",Teens,138,"United Kingdom, Germany, Canada, United States",Kathryn Bigelow,"Sam Spruell, Peter Stebbings, Christian Camargo, Roman Podhora",,2002,3
K-on! the movie,"Anime Features, Music & Musicals",Teens,110,Japan,Naoko Yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.,2011,3
Kucuk Esnaf,"Comedies, International Movies",Adults,100,Turkey,Bedran GÃÂ¼zel,"ÃÂ°brahim BÃÂ¼yÃÂ¼kak, Zeynep KoÃÂ§ak, Gupse ÃÂzay, Cengiz Bozkurt","As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",2016,4
Kaabil,"Dramas, International Movies",Young Adults,139,India,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy, Narendra Jha, Girish Kulkarni, Sahidur Rahaman, Suresh Menon","The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.",2017,1
Kaagar,"Dramas, International Movies, Romantic Movies",Adults,130,India,Makarand Mane,"Rinku Rajguru, Shubhankar Tawde, Shashank Shende, Suhas Palshikar, Bharati Patil, Milind Pathak, Umesh Jagtap, Shantanu Gangane, Vitthal Kale, Mahesh Bhosale","When an activist begins aiding a shrewd political advisor Ã¢ÂÂ also his girlfriendÃ¢ÂÂs father, personal agendas lead to betrayal as love and duty clash.",2019,4
Kaakan,"Dramas, International Movies, Romantic Movies",Teens,132,India,Kranti Redkar,"Jitendra Joshi, Urmila Kanitkar, Ashutosh Gaikwad, Ashok Shinde, Madhavi Juvekar","Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.",2015,5
Kaake Da Viyah,"Comedies, Dramas, International Movies",Teens,133,India,Rai Yuvraj Bains,"Priti Sapru, Nirmal Rishi, Jordan Sandhu, Prabh Grewal, Karamjit Anmol, Harby Sangha, Gurmeet Sajan, Prince Kanwaljit Singh","In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",2019,4
Kaal,"Horror Movies, International Movies, Thrillers",Young Adults,126,India,Soham Shah,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta",,2005,3
Kaali Khuhi,"Horror Movies, International Movies",Young Adults,91,India,Terrie Samundra,"Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl.",2020,1
Kaalia,"Action & Adventure, Dramas, International Movies",Young Adults,173,India,Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep","Jailed for robbing his brotherÃ¢ÂÂs unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",1981,5
Kaaliyan,"Dramas, International Movies",Teens,105,India,Jijo Pancode,"Tini Tom, Meghanathan, Balachandran Chullikadu, Shivaji Guruvayoor, Kottayam Purushan, Nithin George, Grace Antony, Shalu","An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.",2017,1
Kabali (Hindi Version),"Action & Adventure, Dramas, International Movies",Adults,148,India,Pa. Ranjith,"Rajnikanth, Winston Chao, Radhika Apte, Nassar, Dhansika, Kalaiyarasan, Dinesh, John Vijay, Kishore Kumar G., Riythvika","In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family.",2016,2
Kabhi Alvida Naa Kehna,"Dramas, International Movies, Romantic Movies",Young Adults,192,India,Karan Johar,"Shah Rukh Khan, Rani Mukerji, Amitabh Bachchan, Preity Zinta",,2006,2
Kabhi Haan Kabhi Naa,"Comedies, Dramas, International Movies",Young Adults,151,India,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri",,1994,4
Kabhi Khushi Kabhie Gham,"Dramas, International Movies",Young Adults,209,India,Karan Johar,"Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",2001,2
Kabir Singh,"Dramas, International Movies, Romantic Movies",Adults,171,India,Sandeep Reddy Vanga,"Shahid Kapoor, Kiara Advani, Suresh Oberoi, Arjan Bajwa, Adil Hussain, Nikita Dutta, Kamini Kaushal, Anurag Arora","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",2019,3
Kacche Dhaagey,"Dramas, International Movies, Romantic Movies",Young Adults,120,India,Buta Singh,"Yograj Singh, Nitu Pandher, Deep Mandian, Shreya Chawla, Jagpal Singh Chahal, Jyoti Sharma, Janak Joshi, Karan Vinayak","While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste.",2016,5
Kahaani,"International Movies, Music & Musicals, Thrillers",Young Adults,122,India,Sujoy Ghosh,"Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee",,2012,4
Kahlil Gibran's The Prophet,"Children & Family Movies, Dramas",Teens,85,"United States, France, Canada, Lebanon, Qatar","Roger Allers, GaÃÂ«tan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha","Liam Neeson, Salma Hayek, John Krasinski, Frank Langella, Alfred Molina, John Rhys-Davies, QuvenzhanÃÂ© Wallis",A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.,2014,2
Kai Po Che!,"Dramas, International Movies, Sports Movies",Adults,120,India,Abhishek Kapoor,"Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Amrita Puri, Digvijay Deshmukh, Asif Basra, Manav Kaul, Ashish Kakkad",This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.,2013,4
Kajraare,"Dramas, International Movies, Music & Musicals",Young Adults,113,India,Pooja Bhatt,"Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover",,2010,2
Kal Ho Naa Ho,"Comedies, Dramas, International Movies",Young Adults,187,India,"Nikhil Advani, Ron Reid Jr.","Shah Rukh Khan, Preity Zinta, Saif Ali Khan, Jaya Bhaduri",,2003,4
Kalakalappu,"Comedies, International Movies, Music & Musicals",Young Adults,154,India,Sundar C.,"Vimal, Anjali, Shiva, Oviya, Santhanam, John Vijay, M. Ilavarasu, Manobala","Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.",2012,4
Kaleidoscope,Thrillers,Adults,99,United Kingdom,Jack Smight,"Warren Beatty, Susannah York, Clive Revill, Eric Porter",,2016,5
Kalek Shanab,"Comedies, International Movies",Teens,80,United Arab Emirates,Hani Al-Shaibani,"Saad Abdullah, Mohamed Alkendi, Ammar Rahma, Maria Khan, Msabeh Bin Hashim, Hani Abd Al Ghani, Zayed Mohammed Mahmoud, Khaled Abdullah","After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble Ã¢ÂÂ but can't remember how.",2019,3
"Kalel, 15","Dramas, Independent Movies, International Movies",Adults,105,Philippines,Jun Lana,"Elijah Canlas, Eddie Garcia, Jaclyn Jose, Gabby Padilla, Cedrick Juan, Elora Espano, Sue Prado","Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis.",2019,2
Kalki,"Dramas, Independent Movies, International Movies",Young Adults,41,India,Dhilip Kumar,"Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan",A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,2017,4
Kalushi: The Story of Solomon Mahlangu,"Dramas, International Movies",Adults,107,South Africa,Mandla Dube,"Thabo Rametsi, Thabo Malema, Welile Nzuza, Jafta Mamabolo, Louw Venter, Pearl Thusi","The life and times of iconic South African liberation fighter Solomon Mahlangu, who battled the forces of apartheid, come into focus.",2016,3
Kaminey,"Dramas, International Movies, Music & Musicals",Young Adults,128,India,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam, Chandan Roy Sanyal, Hrishikesh Joshi, Amole Gupte, Patricia Bull, Carlos Paca, Eric Santos","A young man pursues his dreams of wealth by breaking the law, while his twin brother tries to better his life through hard work and honesty.",2009,2
Kanavu Variyam,"Comedies, Dramas, International Movies",Teens,104,India,Arun Chidambaram,"Jiya Anil Manne, Arun Chidambaram, T.P. Gajendran, Gnanasambandam, M. Ilavarasu, Yog Japee, Mayilsamy, Black Pandi","Despite doubts from fellow villagers who think heÃ¢ÂÂs crazy, an ambitious dropout commits himself to solving a persistent local electricity crisis.",2017,3
Kandasamys: The Wedding,"Comedies, Dramas, International Movies",Young Adults,93,South Africa,Jayan Moodley,"Jailoshini Naidoo, Maeshni Naicker, Madhushan Singh, Mishqah Parthiephal, Yugan Naidoo, Koobeshan Naidoo, Mariam Bassa, Rushil Juglall, Tesarnia Oree","With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to Ã¢ÂÂKeeping Up With the Kandasamys.Ã¢ÂÂ",2019,1
Kanika,"Horror Movies, International Movies, Thrillers",Young Adults,110,India,,"Sharad Ponkshe, Smita Shewale",A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,2017,2
